hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:58727	ABLIM2-DT	ABLIM2 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	4p16.1	04p16.1					Divergent transcripts	1990	2025-09-03			2025-09-03		ENSG00000290015																																		
HGNC:29132	ABLIM3	actin binding LIM protein family member 3	protein-coding gene	gene with protein product	Approved	5q32	05q32	KIAA0843			actin binding LIM protein family, member 3	LIM domain containing	1218	2004-01-22		2015-11-18	2023-01-20	22885	ENSG00000173210	OTTHUMG00000129932	uc003lpy.3	AB020650	NM_014945	"CCDS4294|CCDS78069|CCDS78071|CCDS87335"	O94929	"16328021|20709423"	MGI:2442582	RGD:1565118			611305																				HGNC:29132	"ENST00000309868.12|NM_014945.5"	
HGNC:79	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	protein-coding gene	gene with protein product	Approved	9q34.2	09q34.2	"A3GALNT|A3GALT1"			ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	"Glycosyltransferase family 6|Blood group antigens"	"429|454"	1986-01-01		2016-10-13	2021-05-26	28	ENSG00000175164	OTTHUMG00000020872	uc064wua.1	AF134415	NM_020469		P16442	184030	MGI:2135738	RGD:2307241	"Blood Group Antigen Mutation Database|http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home|LRG_792|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_792.xml"		110300															"2.4.1.40|2.4.1.37"					HGNC:79		
HGNC:81	ABR	ABR activator of RhoGEF and GTPase	protein-coding gene	gene with protein product	Approved	17p13.3	17p13.3	MDB			"active BCR-related gene|ABR, RhoGEF and GTPase activating protein"	"Pleckstrin homology domain containing|Dbl family Rho GEFs|C2 domain containing|MicroRNA protein coding host genes"	"682|722|823|1691"	1990-04-11		2019-01-25	2023-01-20	29	ENSG00000159842	OTTHUMG00000090313	uc002fsd.6	L19704	NM_001092	"CCDS10999|CCDS11000|CCDS54060|CCDS58497|CCDS73936|CCDS92217"	Q12979	"2587217|7479768|17116687"	MGI:107771	RGD:1306279			600365																				HGNC:81	"ENST00000302538.10|NM_021962.5"	
HGNC:55674	ABR-AS1	ABR antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	17p13.3	17p13.3					Antisense RNAs	1987	2021-07-01			2021-07-01	105371479	ENSG00000235361				NR_187271																									URS000045CAF9					
HGNC:30655	ABRA	actin binding Rho activating protein	protein-coding gene	gene with protein product	Approved	8q23.1	08q23.1	STARS	striated muscle activator of Rho-dependent signaling					2006-02-02		2015-04-29	2023-01-20	137735	ENSG00000174429	OTTHUMG00000164809	uc003ymm.5	AF503617	NM_139166	CCDS6305	Q8N0Z2	11983702	MGI:2444891	RGD:708493			609747																				HGNC:30655	"ENST00000311955.4|NM_139166.5"	
HGNC:21230	ABRACL	ABRA C-terminal like	protein-coding gene	gene with protein product	Approved	6q24.1	06q24.1	"PRO2013|HSPC280|Costars"		C6orf115	chromosome 6 open reading frame 115			2003-05-29	2012-03-05	2012-03-05	2023-01-20	58527	ENSG00000146386	OTTHUMG00000015684	uc003qil.2	BC014953	NM_021243	CCDS43509	Q9P1F3	21082705	MGI:1920362	RGD:1583256																							HGNC:21230	"ENST00000367660.4|NM_021243.3"	
HGNC:25829	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	protein-coding gene	gene with protein product	Approved	4q21.23	04q21.23	"FLJ13614|ABRA1|ABRAXAS"	Abraxas protein	"CCDC98|FAM175A"	"coiled-coil domain containing 98|family with sequence similarity 175, member A|family with sequence similarity 175 member A|Abraxas 1, BRCA1 A complex subunit"	BRCA1 A complex	1328	2006-04-03	2017-04-27	2017-04-27	2023-08-09	84142	ENSG00000163322	OTTHUMG00000130429	uc003hou.3	AK023676	NM_139076	CCDS3605	Q6UWZ7	"12975309|17525340"	MGI:1917931	RGD:1305287			611143					470314															HGNC:25829	"ENST00000321945.12|NM_139076.3"	
HGNC:56461	ABRAXAS1P1	ABRAXAS1 pseudogene 1	pseudogene	pseudogene	Approved	3q12.2	03q12.2							2022-10-19			2022-10-19	100421580	ENSG00000213431				NG_025605														PGOHUM00000299106																
HGNC:56462	ABRAXAS1P2	ABRAXAS1 pseudogene 2	pseudogene	pseudogene	Approved	8p22	08p22							2022-10-19			2022-10-19	100133073	ENSG00000253384				NG_022380														PGOHUM00000303121																
HGNC:28975	ABRAXAS2	abraxas 2, BRISC complex subunit	protein-coding gene	gene with protein product	Approved	10q26.13	10q26.13	"Em:AC068896.4|ABRO1"	Abraxas brother	"KIAA0157|FAM175B"	"KIAA0157|family with sequence similarity 175, member B|family with sequence similarity 175 member B"	BRISC complex	1375	2004-03-16	2017-04-27	2017-04-27	2023-01-20	23172	ENSG00000165660	OTTHUMG00000019218	uc001lib.4	D63877	NM_032182	CCDS31308	Q15018	8590280	MGI:1926116	RGD:1308918			611144																				HGNC:28975	"ENST00000298492.6|NM_032182.4"	
HGNC:17369	ABT1	activator of basal transcription 1	protein-coding gene	gene with protein product	Approved	6p22.2	06p22.2	Esf2				SSU processome	1484	2002-07-23			2023-01-20	29777	ENSG00000146109	OTTHUMG00000016319	uc003nii.4	AB027258	NM_013375	CCDS4616	Q9ULW3	10648625	MGI:1353636	RGD:1310785			618750																				HGNC:17369	"ENST00000274849.3|NM_013375.4"	
HGNC:39557	ABT1P1	activator of basal transcription 1 pseudogene 1	pseudogene	pseudogene	Approved	4q23	04q23							2011-02-25			2011-02-25	100420695	ENSG00000250496	OTTHUMG00000161229			NG_025142														PGOHUM00000245631														HGNC:39557		
HGNC:18275	ABTB1	ankyrin repeat and BTB domain containing 1	protein-coding gene	gene with protein product	Approved	3q21.3	03q21.3	"BPOZ|EF1ABP|Btb3|BTBD21|BPOZ-2"			ankyrin repeat and BTB (POZ) domain containing 1	"Ankyrin repeat domain containing|BTB domain containing"	"403|861"	2002-03-14		2016-02-12	2023-07-10	80325	ENSG00000114626	OTTHUMG00000159636	uc003ejt.4	AB053324	NM_172027	"CCDS3045|CCDS46901"	Q969K4	"10891360|11494141"	MGI:1933148	RGD:1359363			608308																				HGNC:18275	"ENST00000232744.13|NM_172027.3"	
HGNC:23842	ABTB2	ankyrin repeat and BTB domain containing 2	protein-coding gene	gene with protein product	Approved	11p13	11p13	"DKFZP586C1619|BTBD22|ABTB2A"			ankyrin repeat and BTB (POZ) domain containing 2	"Ankyrin repeat domain containing|BTB domain containing"	"403|861"	2003-12-15		2016-02-12	2023-07-10	25841	ENSG00000166016	OTTHUMG00000044382	uc001mvl.3	AK056863	NM_145804	CCDS7890	Q8N961		MGI:2139365	RGD:620724			621014																				HGNC:23842	"ENST00000435224.3|NM_145804.3"	
HGNC:23844	ABTB3	ankyrin repeat and BTB domain containing 3	protein-coding gene	gene with protein product	Approved	12q23.3	12q23.3	"FLJ33957|ABTB2B"		BTBD11	"BTB (POZ) domain containing 11|BTB domain containing 11"	"Ankyrin repeat domain containing|BTB domain containing"	"403|861"	2003-12-15	2022-05-13	2022-05-13	2023-07-10	121551	ENSG00000151136	OTTHUMG00000150413	uc001tmk.2	AK091276	NM_152322	"CCDS31893|CCDS41827|CCDS86332"	A6QL63	37261953	MGI:1921257	RGD:1308647			621028																				HGNC:23844	"ENST00000280758.10|NM_001018072.2"	
HGNC:82	ACAA1	acetyl-CoA acyltransferase 1	protein-coding gene	gene with protein product	Approved	3p22.2	03p22.2	Lnc-Myd88	peroxisomal 3-oxoacyl-Coenzyme A thiolase		acetyl-Coenzyme A acyltransferase 1			1989-06-30		2010-04-30	2023-01-20	30	ENSG00000060971	OTTHUMG00000131087	uc003cht.4	X14813	NM_001607	"CCDS2673|CCDS46794"	P09110	22151743	"MGI:2148491|MGI:3605455"	RGD:67379			604054					469902										2.3.1.16					HGNC:82	"ENST00000333167.13|NM_001607.4"	
HGNC:83	ACAA2	acetyl-CoA acyltransferase 2	protein-coding gene	gene with protein product	Approved	18q21.1	18q21.1	DSAEC	mitochondrial 3-oxoacyl-Coenzyme A thiolase		acetyl-Coenzyme A acyltransferase 2			1999-09-28		2010-04-30	2023-01-20	10449	ENSG00000167315	OTTHUMG00000132667	uc002ldw.5	D16294	NM_006111	CCDS11939	P42765	8241273	MGI:1098623	RGD:620482			604770															2.3.1.16					HGNC:83	"ENST00000285093.15|NM_006111.3"	
HGNC:55880	ACAA2P1	ACAA2 pseudogene 1	pseudogene	pseudogene	Approved	Xp11.23	Xp11.23							2021-09-29			2021-09-29	100420869	ENSG00000233585				NG_026698														PGOHUM00000304610																
HGNC:84	ACACA	acetyl-CoA carboxylase alpha	protein-coding gene	gene with protein product	Approved	17q12	17q12	"ACC1|ACC-alpha|ACCA|ACCalpha|ACACalpha|Acac1|hACC1"	acetyl-CoA carboxylase 1	"ACAC|ACC"	acetyl-Coenzyme A carboxylase alpha	"Acetyl-CoA carboxylase family|ATP-grasp fold containing"	"3437|3752"	1989-09-11		2010-04-30	2023-01-20	31	ENSG00000278540	OTTHUMG00000188463	uc284osy.1	U19822	NM_198836	"CCDS11317|CCDS11318|CCDS42302|CCDS42303"	Q13085	9530626	MGI:108451	RGD:621248			200350										HGNC:84					6.4.1.2					HGNC:84	"ENST00000616317.5|NM_198834.3"	HGNC:84
HGNC:85	ACACB	acetyl-CoA carboxylase beta	protein-coding gene	gene with protein product	Approved	12q24.11	12q24.11	"HACC275|ACC2|ACCB|ACC-beta|ACCbeta|ACACbeta"	acetyl-CoA carboxylase 2		acetyl-Coenzyme A carboxylase beta	"Acetyl-CoA carboxylase family|ATP-grasp fold containing"	"3437|3752"	1996-12-18		2010-04-30	2023-01-20	32	ENSG00000076555	OTTHUMG00000169250	uc001tob.4	U89344	NM_001093	CCDS31898	O00763	"8670171|9284908"	MGI:2140940	RGD:620500			601557										HGNC:85					6.4.1.2					HGNC:85	"ENST00000338432.12|NM_001093.4"	HGNC:85
HGNC:87	ACAD8	acyl-CoA dehydrogenase family member 8	protein-coding gene	gene with protein product	Approved	11q25	11q25		isobutyryl-CoA dehydrogenase		"acyl-Coenzyme A dehydrogenase family, member 8|acyl-CoA dehydrogenase family, member 8"	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	2000-01-07		2015-11-18	2023-07-21	27034	ENSG00000151498	OTTHUMG00000167177	uc001qhk.4	AF126245	NM_014384	CCDS8498	Q9UKU7	"10524212|12359132"	MGI:1914198	RGD:1564209	LRG_448|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_448.xml		604773					123336										1.3.8.-					HGNC:87	"ENST00000281182.9|NM_014384.3"	HGNC:87
HGNC:21497	ACAD9	acyl-CoA dehydrogenase family member 9	protein-coding gene	gene with protein product	Approved	3q21.3	03q21.3	"NPD002|MGC14452"			"acyl-Coenzyme A dehydrogenase family, member 9|acyl-CoA dehydrogenase family, member 9"	"Acyl-CoA dehydrogenase family|Mitochondrial complex I assembly complex|Flavoproteins"	"974|1387|2258"	2003-06-18		2015-11-18	2023-07-21	28976	ENSG00000177646	OTTHUMG00000159942	uc003ela.5	AF078854	NM_014049	"CCDS3053|CCDS93369"	Q9H845	"12359260|21057504|20816094"	MGI:1914272	RGD:727973			611103					123334										1.3.8.-					HGNC:21497	"ENST00000308982.12|NM_014049.5"	HGNC:21497
HGNC:56086	ACAD9-DT	ACAD9 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	3q21.3	03q21.3					Divergent transcripts	1990	2021-12-20			2022-04-25	123706524	ENSG00000287110				NR_186174																									URS0000EF2833					
HGNC:21597	ACAD10	acyl-CoA dehydrogenase family member 10	protein-coding gene	gene with protein product	Approved	12q24.12	12q24.12	MGC5601			"acyl-Coenzyme A dehydrogenase family, member 10|acyl-CoA dehydrogenase family, member 10"	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	2003-07-17		2015-11-18	2023-07-21	80724	ENSG00000111271	OTTHUMG00000169602	uc009zvx.4	AY323912	NM_025247	"CCDS31903|CCDS44973"	Q6JQN1	15560374	MGI:1919235	RGD:1310159			611181															1.3.99.-					HGNC:21597	"ENST00000313698.9|NM_025247.6"	
HGNC:30211	ACAD11	acyl-CoA dehydrogenase family member 11	protein-coding gene	gene with protein product	Approved	3q22.1	03q22.1	FLJ12592			"acyl-Coenzyme A dehydrogenase family, member 11|acyl-CoA dehydrogenase family, member 11"	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	2006-01-09		2015-11-18	2023-07-21	84129	ENSG00000240303	OTTHUMG00000159780	uc003eov.5	BC019607	NM_032169	CCDS3074	Q709F0	25704813	MGI:2143169	RGD:1306270			614288															1.3.8.-					HGNC:30211	"ENST00000264990.11|NM_032169.5"	
HGNC:88	ACADL	acyl-CoA dehydrogenase long chain	protein-coding gene	gene with protein product	Approved	2q34	02q34	"LCAD|ACAD4"	long-chain acyl-CoA dehydrogenase		acyl-Coenzyme A dehydrogenase, long chain	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	1988-11-07		2017-09-21	2023-01-20	33	ENSG00000115361	OTTHUMG00000132989	uc002vdz.5	M74096	NM_001608	CCDS2389	P28330	1774065	MGI:87866	RGD:2011			609576					159889										1.3.8.8					HGNC:88	"ENST00000233710.4|NM_001608.4"	HGNC:88
HGNC:89	ACADM	acyl-CoA dehydrogenase medium chain	protein-coding gene	gene with protein product	Approved	1p31.1	01p31.1	"MCAD|MCADH|ACAD1"	medium-chain acyl-CoA dehydrogenase		acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	1986-01-01		2017-09-21	2023-03-15	34	ENSG00000117054	OTTHUMG00000009784	uc001dgw.6	M16827	NM_000016	"CCDS44165|CCDS668|CCDS72807"	P11310	3035565	MGI:87867	RGD:2012	LRG_838|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_838.xml		607008					117700										1.3.8.7					HGNC:89	"ENST00000370841.9|NM_000016.6"	HGNC:89
HGNC:90	ACADS	acyl-CoA dehydrogenase short chain	protein-coding gene	gene with protein product	Approved	12q24.31	12q24.31	"SCAD|ACAD3"			acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	1986-01-01		2017-09-21	2023-01-20	35	ENSG00000122971	OTTHUMG00000169203	uc001tza.5	M26393	NM_000017	"CCDS76610|CCDS9207"	P16219	2565344	MGI:87868	RGD:620514			606885					117705										1.3.8.1					HGNC:90	"ENST00000242592.9|NM_000017.4"	HGNC:90
HGNC:91	ACADSB	acyl-CoA dehydrogenase short/branched chain	protein-coding gene	gene with protein product	Approved	10q26.13	10q26.13	"SBCAD|ACAD7"			acyl-Coenzyme A dehydrogenase, short/branched chain	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	1994-10-14		2017-09-21	2023-07-21	36	ENSG00000196177	OTTHUMG00000019200	uc001lhb.4	U12778	NM_001609	"CCDS7634|CCDS81518"	P45954	"7698750|7759115"	MGI:1914135	RGD:2013	LRG_451|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_451.xml		600301					117709										1.3.8.5					HGNC:91	"ENST00000358776.7|NM_001609.4"	HGNC:91
HGNC:92	ACADVL	acyl-CoA dehydrogenase very long chain	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	"VLCAD|LCACD|ACAD6"			acyl-Coenzyme A dehydrogenase, very long chain	"Acyl-CoA dehydrogenase family|Flavoproteins"	"974|2258"	1996-05-30		2017-09-21	2023-07-21	37	ENSG00000072778	OTTHUMG00000102157	uc002gev.5	BC012912	NM_000018	"CCDS11090|CCDS42249|CCDS58509"	P49748	8921384	MGI:895149	RGD:2014			609575					117713										1.3.8.9					HGNC:92	"ENST00000356839.10|NM_000018.4"	HGNC:92
HGNC:319	ACAN	aggrecan	protein-coding gene	gene with protein product	Approved	15q26.1	15q26.1	CSPGCP	aggrecan proteoglycan	"MSK16|CSPG1|AGC1"	"chondroitin sulfate proteoglycan 1|aggrecan 1"	"Hyalectan proteoglycans|V-set domain containing|Sushi domain containing|C-type lectin domain containing"	"574|590|1179|1298"	1992-06-17	2007-02-16	2007-02-16	2023-01-20	176	ENSG00000157766	OTTHUMG00000171989	uc010upo.1	M55172	NM_001135	"CCDS53970|CCDS53971|CCDS92054|CCDS92055|CCDS92056"	P16112	1985970	MGI:99602	RGD:68358			155760					117718															HGNC:319	"ENST00000560601.4|NM_001369268.1"	HGNC:319
HGNC:16467	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1	KIAA0050		CENTB1	centaurin, beta 1	"ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing"	"395|403|1291"	2001-09-03	2008-09-22	2008-09-22	2023-01-20	9744	ENSG00000072818	OTTHUMG00000102199	uc002ggd.3	D30758	NM_014716	CCDS11101	Q15027	"11050434|11062263"	MGI:2388270	RGD:1305360			607763																				HGNC:16467	"ENST00000158762.8|NM_014716.4"	
HGNC:16469	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	protein-coding gene	gene with protein product	Approved	3q29	03q29	"KIAA0041|CNT-B2"		CENTB2	centaurin, beta 2	"ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing"	"395|403|1291"	2001-09-03	2008-09-22	2008-09-22	2023-01-20	23527	ENSG00000114331	OTTHUMG00000155885	uc003fun.5		NM_012287	CCDS33924	Q15057	"11050434|11062263"	MGI:1925868	RGD:1562939			607766																				HGNC:16469	"ENST00000326793.11|NM_012287.6"	
HGNC:41426	ACAP2-IT1	ACAP2 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	3q29	03q29				ACAP2 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-05-04		2015-02-25	2015-02-25	100874306	ENSG00000229325	OTTHUMG00000155905	uc062rqs.1																											URS000057D897	ACAP2-IT1				
HGNC:16754	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	protein-coding gene	gene with protein product	Approved	1p36.33	01p36.33	KIAA1716		CENTB5	centaurin, beta 5	"ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing|MicroRNA protein coding host genes"	"395|403|1291|1691"	2001-10-29	2008-09-22	2008-09-22	2023-01-20	116983	ENSG00000131584	OTTHUMG00000002235	uc001aeb.3	AF411981	NM_030649	CCDS19	Q96P50	"27330119|28919417"	MGI:2153589	RGD:1310711																							HGNC:16754	"ENST00000354700.10|NM_030649.3"	
HGNC:93	ACAT1	acetyl-CoA acetyltransferase 1	protein-coding gene	gene with protein product	Approved	11q22.3	11q22.3	THIL	acetoacetyl Coenzyme A thiolase	ACAT	acetyl-Coenzyme A acetyltransferase 1			1991-08-12		2010-04-30	2023-01-20	38	ENSG00000075239	OTTHUMG00000166381	uc001pjy.4	D90228	NM_000019	"CCDS8339|CCDS91579|CCDS91580|CCDS91581"	P24752	1979337	MGI:87870	RGD:2016	LRG_1400|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1400.xml		607809					117724					HGNC:93					2.3.1.9					HGNC:93	"ENST00000265838.9|NM_000019.4"	HGNC:93
HGNC:94	ACAT2	acetyl-CoA acetyltransferase 2	protein-coding gene	gene with protein product	Approved	6q25.3	06q25.3		"acetoacetyl Coenzyme A thiolase|Acetyl-CoA acetyltransferase, cytosolic"		"acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)|acetyl-Coenzyme A acetyltransferase 2"			1994-04-15		2010-04-30	2023-01-20	39	ENSG00000120437	OTTHUMG00000015935	uc010kjy.4	AF356877	NM_005891	CCDS5268	Q9BWD1	"2475872|8812443"	"MGI:87871|MGI:109182"	RGD:1359366													HGNC:94					2.3.1.9					HGNC:94	"ENST00000367048.5|NM_005891.3"	HGNC:94
HGNC:15453	ACBD3	acyl-CoA binding domain containing 3	protein-coding gene	gene with protein product	Approved	1q42.12	01q42.12	"GCP60|PAP7"	PBR- and PKA-associated protein 7	"GOLPH1|GOCAP1"	"golgi complex associated protein 1, 60kDa|acyl-Coenzyme A binding domain containing 3"	A-kinase anchoring proteins	396	2001-04-27	2003-11-12	2010-04-30	2023-01-20	64746	ENSG00000182827	OTTHUMG00000037560	uc001hpy.4	AB043587	NM_022735	CCDS1551	Q9H3P7	"12692076|20150326"	MGI:2181074	RGD:727851			606809																				HGNC:15453	"ENST00000366812.6|NM_022735.4"	
HGNC:40701	ACBD3-AS1	ACBD3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q42.12	01q42.12	RP11-275I14.4				Antisense RNAs	1987	2016-11-11			2017-09-21	107985353	ENSG00000234478	OTTHUMG00000041339		AW511419	NR_146443			28881755																						URS0000BC4615			HGNC:40701		
HGNC:23337	ACBD4	acyl-CoA binding domain containing 4	protein-coding gene	gene with protein product	Approved	17q21.31	17q21.31	FLJ13322			acyl-Coenzyme A binding domain containing 4			2003-11-11		2010-04-30	2023-01-20	79777	ENSG00000181513	OTTHUMG00000180111	uc002iic.4	BC029164	NM_024722	"CCDS42348|CCDS45710|CCDS45711|CCDS92338"	Q8NC06	28463579	MGI:1914381	RGD:1308404			619968																				HGNC:23337	"ENST00000321854.13|NM_001135705.3"	
HGNC:23338	ACBD5	acyl-CoA binding domain containing 5	protein-coding gene	gene with protein product	Approved	10p12.1	10p12.1	"DKFZp434A2417|KIAA1996"			acyl-Coenzyme A binding domain containing 5			2003-11-11		2010-04-30	2023-01-20	91452	ENSG00000107897	OTTHUMG00000017854	uc001ito.4	AF505653	NM_145698	"CCDS44368|CCDS7154|CCDS73079|CCDS76290|CCDS86078|CCDS91226|CCDS91227|CCDS91229|CCDS91230"	Q5T8D3	12056414	MGI:1921409	RGD:1309411			616618					469904															HGNC:23338	"ENST00000396271.8|NM_145698.5"	HGNC:23338
HGNC:23339	ACBD6	acyl-CoA binding domain containing 6	protein-coding gene	gene with protein product	Approved	1q25.2-q25.3	01q25.2-q25.3	MGC2404			acyl-Coenzyme A binding domain containing 6	"Ankyrin repeat domain containing|MicroRNA protein coding host genes"	"403|1691"	2003-11-11		2010-04-30	2023-01-20	84320	ENSG00000230124	OTTHUMG00000035117	uc001gog.4	BC006505	NM_032360	CCDS1339	Q9BR61	18268358	MGI:1919732	RGD:1305030			616352																				HGNC:23339	"ENST00000367595.4|NM_032360.4"	HGNC:23339
HGNC:17715	ACBD7	acyl-CoA binding domain containing 7	protein-coding gene	gene with protein product	Approved	10p13	10p13	"FLJ38219|bA455B2.2"			acyl-Coenzyme A binding domain containing 7			2004-05-27		2010-04-30	2023-01-20	414149	ENSG00000176244	OTTHUMG00000017725	uc001inv.4	AK095538	NM_001039844	CCDS31153	Q8N6N7	28690493	MGI:1925495	RGD:1564164																							HGNC:17715	"ENST00000356189.6|NM_001039844.3"	
HGNC:58659	ACBD7P1	ACBD7 pseudogene 1	pseudogene	pseudogene	Approved	9q31.2	09q31.2							2025-07-25		2025-09-10	2025-09-10	100128086	ENSG00000225531				NG_021675																														
HGNC:23989	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2	"PHACS|ACS"			1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)			2008-01-25		2015-11-04	2025-08-26	84680	ENSG00000110455	OTTHUMG00000166427	uc001mxx.3	AY026508	NM_032592	CCDS7907	Q96QU6	"11470512|39876065"	MGI:1919717	RGD:1309314			608405																				HGNC:23989	"ENST00000263776.9|NM_032592.4"	
HGNC:34391	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	protein-coding gene	gene with protein product	Approved	11p11.2	11p11.2				1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like			2008-11-26		2016-06-21	2023-01-20	390110	ENSG00000205126	OTTHUMG00000166426	uc001mxw.1		NM_001031854	CCDS41636	Q4AC99		MGI:3584519	RGD:1596039																							HGNC:34391	"ENST00000378832.1|NM_001031854.2"	
HGNC:56899	ACCSLP1	ACCSL pseudogene 1	pseudogene	pseudogene	Approved	6p24.3	06p24.3							2023-09-14			2023-09-14	100422646	ENSG00000230570				NG_025783																														
HGNC:25070	ACD	ACD shelterin complex subunit and telomerase recruitment factor	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	"Ptop|Pip1|Tpp1|Tint1"	"TIN2 interacting protein 1|POT1 and TIN2 organizing protein"		adrenocortical dysplasia homolog (mouse)	Shelterin complex	1334	2005-01-04		2019-01-18	2023-01-20	65057	ENSG00000102977	OTTHUMG00000137547	uc002etp.5	AF070535	NM_022914	"CCDS10842|CCDS42181|CCDS92179"	Q96AP0	"15231715|15181449"	MGI:87873	RGD:1565053	LRG_1237|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1237.xml		609377					419358															HGNC:25070	"ENST00000620761.6|NM_001082486.2"	HGNC:25070
HGNC:2707	ACE	angiotensin I converting enzyme	protein-coding gene	gene with protein product	Approved	17q23.3	17q23.3	"ACE1|CD143"	peptidyl-dipeptidase A	DCP1	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	CD molecules	471	1989-06-06		2013-06-12	2023-01-20	1636	ENSG00000159640	OTTHUMG00000154927	uc002jau.4	J04144	NM_000789	"CCDS11637|CCDS45755|CCDS54155"	P12821	"2554286|10319862"	MGI:87874	RGD:2493			106180					117728			XM02-001		HGNC:2707			CD143		3.4.15.1					HGNC:2707	"ENST00000290866.10|NM_000789.4"	HGNC:2707
HGNC:13557	ACE2	angiotensin converting enzyme 2	protein-coding gene	gene with protein product	Approved	Xp22.2	Xp22.2	ACEH	peptidyl-dipeptidase A		"angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2"			2000-09-25		2021-01-13	2023-01-20	59272	ENSG00000130234	OTTHUMG00000021177	uc004cxb.2	AF291820	NM_001371415	"CCDS14169|CCDS94556|CCDS94557"	Q9BYF1	10969042	MGI:1917258	RGD:728890	Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/ACE2		300335								M02.006		HGNC:13557					3.4.17.23					HGNC:13557	"ENST00000252519.8|NM_001371415.1"	
HGNC:56255	ACE2-DT	ACE2 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	Xp22.2	Xp22.2	GS1-594A7.3				Divergent transcripts	1990	2022-06-29			2022-06-29	104798195	ENSG00000225833				NR_126564			35106622																						URS00000D3355					
HGNC:44365	ACE3P	angiotensin I converting enzyme 3, pseudogene	pseudogene	pseudogene	Approved	17q23.3	17q23.3		peptidyl-dipeptidase A, pseudogene		angiotensin I converting enzyme (peptidyl-dipeptidase A) 3, pseudogene	Unitary pseudogenes	3418	2012-08-22		2016-06-27	2016-06-27	100129123	ENSG00000224353	OTTHUMG00000155913			NG_016186			17597519	MGI:3644400																								HGNC:44365		
